Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZW5FlEycVBeeDoRyihQIZ0cSexe2AoH-pSaTbdnCWzbiKTmeLQifO5mdAZ285DHv559LmF0FvQ0BbmUfuYk83P5uq9XoLRhDUYXk47-TjSlvffUAv4sNH4bHw9kmK22_t-CcCvgwFKTfTbUsbT2e6o38d-fNPDyxMgmBhHUmkbjbab7VlGCrtEuoAqZcktwAy-Ox-UdUSsX6dq0UbLRmtJB&__tn__=%2CO%2CP-R,0,39,7,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T07:31:40.934964,31-10-2023,07:31 AM,NORMAL
dhcaguakan,https://www.facebook.com/DHCAGUAKAN/posts/pfbid0jBLNEejMd6Sm7hEMHnRgcaqSL5mwkvQHUxPW9Y7gcuj6yz7r9LqcuZRAPFDJQGgol?__cft__[0]=AZVkgRZ_dct8rO3Y5hux9KRLaogVX2WG_3IK2w8KZgdWwDHZyO9T_BgdukdAF_msopxrrnLYlMRs7epPl-BTWrcRVT4R8X_IvOHgUyl1W5zf5SA2ZzrRcWkMbMjfuXezra7JwQxarEjfKrTV1hgUH0htxyaaPOVza5dJfuTBe_WCx4071dMKqpW9Fxl4RMu9r4qUJcn9kz6AHG5GlQQrsTyd&__tn__=%2CO%2CP-R,0,0,0,El equipo de Aguakan se dedica incansablemente a diversas tareas cada dia. Son el motor que impulsa el suministro de agua potable y la gestion eficaz de las aguas residuales. Su esfuerzo diario se refleja en el bienestar de nuestra comunidad. #ColaboradoresEnAccion,2023-10-31T08:32:11.518644,31-10-2023,08:32 AM,NORMAL
100092238522976,https://www.facebook.com/permalink.php?story_fbid=pfbid02cvRohxr7DqCuTs2xXAWZaNZnFGe83rzTk99eaaK76aWYcTQfRGq84qaUuxjShDBUl&id=100092238522976&__cft__[0]=AZVuKp2xYhvlDEA9zhCEby7rA88pPDPSDYmW85AxIZDCJS8LBMhxAQnAFa47QibqvhFfvFF18Tmll_chjA3bv9JG2uKW_wCnJirARdy0uhzBhlp62xKsJTULHoJiI6EWYtCOyAYe6y_pL8Qumxny43dxe4BGlhDkZ6vNoOfRlt7zK50drxHqnejyGYtHfSc9SuP7Duo8xedqiN6_Ejdq187T&__tn__=%2CO%2CP-R,0,3,0,"En #Coyoacan, primero tu!Mantenemos la esperanza contar la alcaldia de nuestros suenos. Sigamos trabajando para que los servicios publicos lleguen con calidad hasta el ultimo rincon! #EncausandoCausas #ServiciosPublicos #PrimeroTu",2023-10-31T09:02:38.482524,31-10-2023,09:02 AM,NORMAL
sheffieldgto,https://www.facebook.com/SheffieldGto/posts/pfbid0pQB4kecPzXFvW9W81tiKR7ameXf2jfRbHNpjtvjMi95sLk2XDxstFpwanwftQpkMl?__cft__[0]=AZUncsrls8XnQ3b4popKZwrXSOe6apUqJhlL6El9-qtfWJeQDbMvuF972RAUMz2TdfPIMbK2cw9RMOzeDSvNJkk_fzK1ryiMUQYdTpLK9XFgIeaB6t9Du6W9hnxJ7TzbFODcF_sPSTWuuTdLOiGevkORTTSt9TuwVasAjIZe32WBYDlbdSlunszRijNoxi36MDaQ6X_oJqLw2FoXg1x_dktK&__tn__=%2CO%2CP-R,7,87,6,Con todo y por todo! Hasta recuperar el estado por el que los guanajuatenses tanto hemos trabajado. #LaRutaDelCambio,2023-10-31T08:47:07.050530,31-10-2023,08:47 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid022mMeCLKGkq8yUGedwNw51yrMTDcpYsZHkTYSGhrQtPF4JQ6T6Gh9zKM7BhxhRxqMl?__cft__[0]=AZWkOgAhcMGUGg6j6yAxGlozqD0nAWc1TTngtR7kxdqup4B0WmVgGD1MY135NaAQuAgP4oledE_Tcc9zUltR7dDRzJY5nDT_4kiHeY4ZPdQVXpu-muGl0UYVhPIZ5zC9c55Y8xujNEXo1cFs_5m30o3uI6OmYDqQPrktxq0Ak8Nmyej6rgEnDjsdaUH-048093FpnxcwbjtNREvIombzaFZj&__tn__=%2CO%2CP-R,0,9,3,"#PuertoMorelos preserva las tradiciones que forjan su identidad; la Alcaldesa Blanca Merari Puerto Morelos participa, junto con habitantes de la localidad, en el Paseo de las Animas y premia a los ganadores de los concursos de catrinas, calaveritas y altares.#GobiernoCiudadano #CercaDeTi",2023-10-31T08:35:15.665690,31-10-2023,08:35 AM,NORMAL
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZVEVbjqfDFkHrh5pN1xueARC6QrAP8rBwcppQ1V2QPb4cGLPNKGNYfMvkrRHiZ930Tk49dn22udtawjhuKPpdTrjG2GGX9cCokvDTqyFMlab_3ibNqoP2kKAj8dQe6LX_hE8moUWBzDJgp433BgVA9qd3LP3Mz-uRCXJMHLWTBrCxBJ1CWEDjGKHAfrwapJ20t4nDMkeXcM2UjX5ljflJFj&__tn__=%2CO%2CP-R,0,39,7,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T07:34:25.894146,31-10-2023,07:34 AM,NORMAL
jorgesanencervantes,https://www.facebook.com/jorgesanencervantes/posts/pfbid0vHTQ1zA79SqWmApZ3mvWZcbjnmngJ6PHKRuCVsRX4d98TxLTiUrowwZMyMYPhxWxl?__cft__[0]=AZWdRXBQykQIe_l_Bh13yl88AdfmZ1keClr4uYGD220vPR0Z3xPGi8Y0lzAASsHi9wUZLTKIG8CGdRpQr6J09hVcilYCUWmqk13GBW2HUOYLUkJM--qCsVNAeL7HHlGXHiA2ZnIViDcfUuaq5KM_lRSzeLNtLuIYYuUd1NBXyGkyP0r3IHv7KZl3doxleol0V3OVgzap3wNXwwuDhwYQMfLB&__tn__=%2CO%2CP-R,1,9,1,Con esfuerzo incansable y en unidad podemos lograr ayudar a quienes mas lo necesitan.Son tiempos de apoyar y este gran equipo sabe que podemos aportar con lo mas pequeno.#HuracanOtis,2023-10-31T09:00:00.163687,31-10-2023,09:00 AM,NORMAL
dhcaguakan,https://www.facebook.com/DHCAGUAKAN/posts/pfbid0jBLNEejMd6Sm7hEMHnRgcaqSL5mwkvQHUxPW9Y7gcuj6yz7r9LqcuZRAPFDJQGgol?__cft__[0]=AZXRDlvTbfmuWdJjOHFadU2Ysz7M7TfFmHdup4Tlqi4jqNcqbyQWQ3AwX8UbWW95LcXhHkS1SUWJI7J4BhMGcAK5O4eyo19dGVha-FVKEcJU1fayw1uYOzI_pxnCPV0qTcuu8fh6hsgcUdmYrbRunrgOuXG9wZYDLn8pruNbdMpdXgHEdtY1yBbgL1K-mWnwVnl4IVD4yeyA301VlJu7xZAS&__tn__=%2CO%2CP-R,0,0,1,El equipo de Aguakan se dedica incansablemente a diversas tareas cada dia. Son el motor que impulsa el suministro de agua potable y la gestion eficaz de las aguas residuales. Su esfuerzo diario se refleja en el bienestar de nuestra comunidad. #ColaboradoresEnAccion,2023-10-31T08:34:53.076092,31-10-2023,08:34 AM,NORMAL
eriknoeborgesyam,https://www.facebook.com/eriknoeborgesyam/videos/233432776420726/?__cft__[0]=AZVtN4Ff3RxdoPHLNE1DZLJ5A69Sc_9RWxqBq_tr7HE4n7TqTrjCbQRZqpRz19l3rGQ_-2_jeU4TyIV0g5HrJdeXcAZG4l0bPapl4CRpAvToemVLMIMc4xUYHNrzHGFWvLdTodc5DkDajW-JrZUWvmQ_nIKx8U0YX26fA9-53XiUGPy6U7w2ySOeMxVnjYxl3hjUr9XKS0IJi8ucHFhivTqg&__tn__=%2CO%2CP-R,92,70,17,,2023-10-31T08:35:02.182742,31-10-2023,08:35 AM,NORMAL
100092238522976,https://www.facebook.com/permalink.php?story_fbid=pfbid02cvRohxr7DqCuTs2xXAWZaNZnFGe83rzTk99eaaK76aWYcTQfRGq84qaUuxjShDBUl&id=100092238522976&__cft__[0]=AZW2xA1T3L6GCReegGQpqb7_Hac6oX2pXXQ0DISIZpL5dZa1LKBu4bbNpQGzUcwvDfnQqdbDRAqXRGzTr7ABOvcOqN2-t5Ei0kfyX1JHYVyKHJ9AZgiPCUCs5YOoGltFOjn5D19UZB-37BYgZ-C_Fe06ktkt3PHDKfSUicLjupTCCLURV4xkSuJR3sXtUeofyrm36x9XVRY4Q_RvpI4ywZAS&__tn__=%2CO%2CP-R,0,3,0,"En #Coyoacan, primero tu!Mantenemos la esperanza contar la alcaldia de nuestros suenos. Sigamos trabajando para que los servicios publicos lleguen con calidad hasta el ultimo rincon! #EncausandoCausas #ServiciosPublicos #PrimeroTu",2023-10-31T09:02:42.346349,31-10-2023,09:02 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZXRsmGC6tGm3wf3g0G9JR10y78Up3whAtntL-E9aClpF7sW5hhZ1ZzW02U6atGuhU27aNT7iKWSDATJo1nExwOjRtSu8lDDwlAhlPPmfIn9qOLMBnp35b91-3K5bC3I9vOsZSlW2mYJ-Ne7GdzBJzWJBEeLadjaUlixJrg8waZ14DrfzrnVzvNggke0rN-9kV_qOydFPfqhPB5ixn8KsPze&__tn__=%2CO%2CP-R,599,3374,369,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T07:35:35.516611,31-10-2023,07:35 AM,NORMAL
ayuntamientodesolidaridad,https://www.facebook.com/AyuntamientodeSolidaridad/posts/pfbid02Dn1xqY1Hs4aWmmy6rJR79r6q2ZgGNyiJftmzJNxLS5cypkSGWgC8AztbmVvDPRV3l?__cft__[0]=AZWP4AV5UJSZ843MPjiv1Dx2dK726wpy-Gjc5TbDmmG17O4RbJ4yqSVDIeHkPbUGtxUmDojg8NRHI4EH1AqRmc9mUgoezrk6Whu6HiV3Mbrt1dnyYPd_OwjbS8RI9FLPtfAsFU_0VJquz_5xET2qMFWqspklD99O89DR3AMLozSHI3a2fDBbQvo43Q-oWqCIgTEwAuSiiBaXHzZ9I4IS8BIFxz0IOPD9w03NcaKHHJxqB8AwAZsWmoDNSwjpr5RhdME&__tn__=%2CO%2CP-R,0,0,0,"Pon tu granito de arena! La descacharrizacion es una tarea sencilla pero muy efectiva, elimina los recipientes y objetos que puedan acumular agua y convertirse en criaderos de mosquitos y otros insectos. Participa! #RenovamosParaCrecerConOrden #PlayaDelCarmen #PuertoAventuras",2023-10-31T09:31:02.104469,31-10-2023,09:31 AM,NORMAL
eugeniosegura.oficial,https://www.facebook.com/EugenioSegura.Oficial/posts/pfbid02PEucFNwfgv4cCVeR1NssEdd3RKeHvDcf5EhLzgpF4BoRYatFSAeW2wy2hGgb1MB1l?__cft__[0]=AZWJX9BGiIxgdzUhFEdGr-m_GR3-kaNXabH7zBt__yTAYOgePNxK5deY0D7P0hgRljAR568jQHL_qz9AM3KiouzcRandD8KxmchaDyjo5tCbhvRF6DdJ0MFahZPVoaSQWRz-poNB-h19Wwn0h8_-NPtlrHBx-paqhOPx1ywY_i7EXA4pLME4EJmoJyqKoh5OcnO-HEOywfQn8ax8MdmWTMKmMpwTIFQfDE_dawNQTGhNQsJw24lihMxRjBUfpL7yN4Q&__tn__=%2CO%2CP-R,0,0,0,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:36:07.016336,31-10-2023,08:36 AM,NORMAL
100071257616496,https://www.facebook.com/100071257616496/videos/359742363066962/?__cft__[0]=AZWTRY5TqDUewu1jKWLe_briS4k7yWXUZ6ngVWxfGezwwhrEXVdYVEWpAQtaG3gNfrejA8hr4VhGWzHb0pyEwT-Zz6FzP_Pgw9ex5Dvsx8D1_1_pr61nbmMQsHyPntcNXWysgAtLRFYMcUYwG9zNyjVsjlQtch1t2n99SIlSxqjb0IBimOGVNRv90iLh0eCirzZMJAW5ynb-dtSe_bR4R_YI&__tn__=%2CO%2CP-R,9,69,27,,2023-10-31T08:36:07.040273,31-10-2023,08:36 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid025SmDMxwffhhmVStjU1uymWoUsfTiLF1q1hpHK99oBbho8CivBQcdvHd6GUp2CdLSl?__cft__[0]=AZXSt3zqejTPA9URoYd2L5_eURazg8ZmwwWaJ5imTekiUNI7kQYOHsWxEjSiXBpnTusm2wF2pYHW9RVr33-VWS-Ubf-4OCAp6RptH_PgwOzQdfDr_OO1w8k6n0Q0mDC1SXG8mlEtSzmX1bukR02wgVYQqlueLIdZwXyRnUFPOyelKLbSGxSv_NB8tso7VnBKSPSr5HyeoJBUroFS8vyKDSSh&__tn__=%2CO%2CP-R,0,4,1,Agenda del dia de hoy martes 31 de octubre 2023 de la #PrimeraRegiduria de #Benito Juarez.Continuamos con nuestra labor con las y los benitojuarenses!#L4TIendoPorCancun,2023-10-31T08:36:10.776284,31-10-2023,08:36 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZVyre_ouG8_Ee2enhWWMy5bgrOu6Pc8WAdhuDNk8MndXw7B3ZGwVr3GwOM6dY945pN6e3BB7m0joVHnuzaRsY40OwwNTF-prdCBWSOzIIEP0YEWPYYHpxi2D8UkRs2-JxW1LRYJ5OLjNz_dG244R1qIuHHSfUtPJHnSHIwq2kFnhPkHNc_VgKj0toepU1MKbvbcFwrS_eqEuO76kmyBhn0e&__tn__=%2CO%2CP-R,54,23,9,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:36:17.139268,31-10-2023,06:36 AM,NORMAL
oscar.cantonzetina,https://www.facebook.com/oscar.cantonzetina/posts/878858113811408?__cft__[0]=AZWjvfPKmzhvw1A0PwhI5AHUkDpTyYC3AyuWa_T2DmYPoORoM8ORCrxrlxGKCpKdEv3dEN3VzYyjRJ8rUvFgO_YT6k9T_wI87HPPPpyVRhzCHm89w_M0_PafxUZwjY81kGeCKdvDfWs8qpbk2aFuf_Evfaz6M6lw_ipBSHpNTgOGeizkxgZU1yN-55oRaASOvZfl8Y987C6i3uYn4ddW-wEO&__tn__=%2CO%2CP-R,3,9,3,Los intereses del pueblo deben estar siempre primero!!!#Canton #Morena #Encuesta #Tabasco,2023-10-31T08:36:15.007968,31-10-2023,08:36 AM,NORMAL
blancameraripuertomorelos,https://www.facebook.com/BlancaMerariPuertoMorelos/posts/pfbid0dWPoEDUBNmAy5ZQi5B72bzjqHMP8Ucgz1eEkPmC24jtLVPa1TuQAx3TkvHNk68Mhl?__cft__[0]=AZUEQgdycSmJfuon7P01wip7YIU73-My1mS96DVYWfV6-Pf9RCQI0ll2OkJX6A01iXek1bG4pwrUGeHF0PhW5Oe6l9zRxFnkBF1JsRLHvqd6jV9kXecKss3Fla_2x-Lk_5kVrh-3lctW0dSmWJJCMI013sUDef1SBCsBEOHFQfiVUH_tGWPfIYrvcQa2xN4p9Ut7frw6gxp-790xiRVkaqGZ&__tn__=%2CO%2CP-R,14,53,5,"Buenos dias amig@s!Les comparto como estuvo el primer dia de actividades por la celebracion de nuestro Dia de Muertos, en el que pudimos observar el elegante andar de coloridas catrinas, apreciamos la creatividad de los participantes en el concurso de altares y disfrutamos del ingenio de las calaveritas literarias.Puerto Morelos vive en sus tradiciones!#BlancaMerari",2023-10-31T08:36:21.000943,31-10-2023,08:36 AM,NORMAL
lupitamurguiag,https://www.facebook.com/LupitaMurguiaG/posts/pfbid07tdP6TF53rWBW89Ab9e6nrZEnGMRsMrED27N9ztJLTU7JcMsweMMST1rjYjof4NKl?__cft__[0]=AZV0wTll-arVOfceAMXnTvg57_hVO_xxD3cv2hwARkAlOJcRdPbUr_BLtaU0lTBeYbCdMCiOFVJO6xUhyRFjBq90_lDozBlmKy600eHazTM1GELTf1iMv1T9zYIWNjVOub9tn0R4VbAH8M6cNS5bQ6J8i82sgd8NeFAz3KGYt2h-j9rWUysRdOOoTrIbQjGwQeKIcW13fZ5jq2Km4X0M9aRi&__tn__=%2CO%2CP-R,5,52,6,"Con motivo del tradicional #DiaDeMuertos, se llevo a cabo un Concierto organizado por la Coordinacion de Delegados del Municipio de #Queretaro. Un reconocimiento a los policias caidos en cumplimiento de su deber.",2023-10-30T22:36:19.889913,30-10-2023,10:36 PM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZXJ8RM-AnjtgRYKjYgMqFY7_iDhuEluYcsWecBQrJT3ssQ-XlZLKlB7fuhPjThdxnrf-tKQf5H6rAzFQ3fJFLmbf_Pti63eFgVXKeDlg53johQr7kxXvq1FpEB4dVFS87jZTASPMCkZjw1tkrBBCtDzj-LwPpGifniv_F6SdCgAeQ4JpzHuyQ8uRbI0bAwenM2vScGusM7pxhdEcNHhL9uJ&__tn__=%2CO%2CP-R,0,16,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-31T00:36:21.539503,31-10-2023,12:36 AM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02MvTgHWdRpv1ZNFSBKsAukzqXSnbxGuVKzFUfZu1PYe6chCLb54c1oQW3TA2M2bjhl?__cft__[0]=AZVD9gGyoguwromyYF2wVS9-_P1vooz4GC5pp2slDI4GvnDPI5jEYcngpBU7jlw0XLD7pgvgJcHEst0KGqWcTuPM81KhU7BCToo7J9p-5-pgx48j_GdLj_5fycl81kkr2zOXdsTAAGWOda-Y5cFgiPJktApID29Ols_wK3cfdyu6oT-lOTLKHdDuKAxnKsTKyEqtYzKFl4EHwMSzzFzt6PdG&__tn__=%2CO%2CP-R,10,14,6,"En Villas Otoch Paraiso pondremos nuevos contenedores de basura para continuar transformando nuestra ciudad. Pedimos a todas y todos los vecinos sacar la basura en el horario de recolecta y embolsar su basura para que asi, nuestros espacios publicos se mantengan limpios para las familias cancunenses.",2023-10-31T08:36:20.243968,31-10-2023,08:36 AM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZXWYa5s9ldoVXcCSx_Jo5IaMrkR9LzxjMXtTwG201lCnMSIWZbjUIF7ZPi-RW-kRyOKQr6K2Eo3KBEdha0yKsQOLT6VyyUXORMaDC1EaHan2WO521Ab4wvyCBH2nWjZNKdk4b7fhW43e4kYujLFNh9tUlsy3WRKdXW-zul76llobeUqQHuS6vbdRxrsc-Cua0etF37zQZiIap1kDOocOynu&__tn__=%2CO%2CP-R,128,85,36,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico #QuintanaRoo,2023-10-31T07:36:20.845358,31-10-2023,07:36 AM,NORMAL
mariodelgadocarrillo,https://www.facebook.com/mariodelgadocarrillo/posts/pfbid0RkV8zkuQduUXdviLWUj7JHchZHt4H76T4bAFoHoyZwqpZkSiD1L8gN3bhbWAeiYCl?__cft__[0]=AZXKDqAkvQKGNwTjUNudzN5UFRVIj4cesZJp5n0gKkB_Q8YkQt_zqAqEzP5m9b7q_Yo_nB7bYeX0E1Zv9drjhSnrTec0C3LqlnWFScG5Ps8CE7lRCgJt_HDkFZQahip9HJEparvvyiw0l_ZMcfsTkEjpt29uRR2JRvXhoWaoXGJw257s-4aqEq3CmRtv_1USc1lbJ0Ti0HKV3OY6exjmWcqZUA6OgoVpXBG6v7E4HTL2Eg&__tn__=%2CO%2CP-R,18,282,34,"La Dra. Claudia Sheinbaum, Coordinadora Nacional de Defensa de la #4T, nos acompano en una reunion interna. Unidas y unidos somos mas fuertes!",2023-10-30T22:39:23.739101,30-10-2023,10:39 PM,NORMAL
rabinsalazar,https://www.facebook.com/rabinsalazar/posts/pfbid02xYBMmMgAyXLZ5EJGcatiQpqmNKeL2s8DgGWa5NbV3muE8tX4uBPknisCTvXR5sQyl?__cft__[0]=AZV02bCntft7_cXu3i7blWECq8sEOrIHzn6BNAbiSbTrvjrfp4h-VOuqX3DhYvNolNcaag0OJqQHEyIGjgqjzvWwAWvaIosceB1ZKOMAWt5updHDK2rwUlHMnKZfvDFuIXqDKAwRxpxgH-sYsDqqsXf-3fRwiftCKs2csMm8WqrGhnj66n0tyEQyw6rrnWSLFje9V1Sx7M2H-zQ3ZwQXX5pC&__tn__=%2CO%2CP-R,0,14,7,Buenos dias #Morelos! Este lunes recorri los centros de acopio para supervisar las tareas y verificar  los  envios de mercancia a las zonas mas necesitadas de #Acapulco. Muchas gracias por la ayuda que hemos recibido! Tambien sostuvimos un gran encuentro de retroalimentacion con una parte de nuestro equipo de estructura para reconocer su esfuerzo y sobre todo agradecer su solidaridad. #HechoenMorelos #Vamosbien,2023-10-31T09:22:55.745272,31-10-2023,09:22 AM,NORMAL
ogharfuch,https://www.facebook.com/OGHarfuch/posts/pfbid0d7TcqeyWREfV6Ac9K7jucpUGNuSvtJzKR7ivrLaLt6SPz62nfQboa43tKi2kHdNgl?__cft__[0]=AZWELNaskTAkZEmB-twSTgcrHtaWWOudUD10qNcYkmVXdFED5xcpthJECQbN7UH6r9z_MowB61u0DMHaJ29fXWsDQGzp8xliwzFXU6M22OINkyUgBWdUPgo9ITe7pQwPBD7CxWusjnYiGSpeFPXrm0iKMpvLdj41laL0JxnwfqVwbejT1H0NdL098FGxrngdevMx1-5xleml2s6syk2Kw952&__tn__=%2CO%2CP-R,184,1863,76,Tradiciones unicas! Que gran evento en Tlahuac!,2023-10-30T22:41:02.384260,30-10-2023,10:41 PM,NORMAL
pepecouttolenc,https://www.facebook.com/PepeCouttolenc/posts/pfbid02MaoYpGR6ZTPN5WSgrSoaZAwrbUteLNYrN9588K7X4YGjjzW8nBGzxdQ9jfSmQ3xJl?__cft__[0]=AZVjMyCxwHrCxTYdTXpWIfU72I_7foTDyDxBuW9Spu9jCGWA8DbC_RRZGTyb6w7pahFZ_8mCST6P_7VB713ENG6_cir6n4CT6Dt_gK7Ls6FC_XluBVumKXGnXPG6LDx7XCJYqTs7vmOw7g_mTRj2kbrGPPlWkqYifP7W4Iv9tx29lnSDf6iXB9dL2EB6WYMitUNVJqVqPNrrois0GW0jBMge&__tn__=%2CO%2CP-R,2,180,53,"A la gente no le falta fuerza, le falta determinacion- Victor Hugo",2023-10-31T07:41:02.528873,31-10-2023,07:41 AM,NORMAL
ruben.ciaubalam,https://www.facebook.com/ruben.ciaubalam/posts/pfbid0e2Rg4iP6qUeAgDpAsfYi832BA72bf5qCSMKStsMtbPsLTbhPjvXLzYev4zCPntR2l?__cft__[0]=AZVEqywFsYiT0RzHzsaXOhRQdc1c6mAct3GyYnzfnP8e-7RVjeWK3eP7CHu75BwNCkg8t-xvW8ZdMZnskzb21iTThL_Nk2V15OpEwqRYEsCR3KOfChnICPkU6_0Zck3DqEJ_ejUX1eVle54zrZM4bwBUog6nRnSOsII3thO1uwQgleWe-UWVcQ95qiDNQbaU-b7YE2SqOPULR3FcPIOuhYe1&__tn__=%2CO%2CP-R,0,1,0,Bendecido ultimo dia de Octubre gracias Dios por todo buenos dias,2023-10-31T09:35:03.485508,31-10-2023,09:35 AM,NORMAL
delfinagomezalvarez,https://www.facebook.com/DelfinaGomezAlvarez/posts/pfbid0VK9ZP9LbPywjiK2GJLuTMTRWjUbJuGK6wkuC44hUG8F8csg4uT49TmQULJkb2S9l?__cft__[0]=AZVnOPYI6-umrldZVMfyo1ADn4HNKxHDBZlDQhdzevucKn_bls-bDW85kutb5eVGgJNZ8bH5TORJv3QuOwEytOaoUusNGSDgK2yNgneynCRvaGA_CSZmVr8Sj3mwbsD1mirCW5XDslylmYrXgcoDd4k4887ZCV0iTdGwgIkRnLdG6YGDD7cjUnLbiWmioKqJPveLOl52cqP__bUiE3AcwN5D&__tn__=%2CO%2CP-R,44,127,5,Muchas felicidades a la delegacion de deportistas mexiquenses que estan obteniendo medallas en los Juegos Panamericanos de Santiago de Chile. Son un orgullo para el Estado de Mexico! #ElPoderDeServir,2023-10-31T09:14:06.062700,31-10-2023,09:14 AM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZUrxgsw7EGiILtWeQoTqe9ytI32VTfw4Bi58X7PbR5iIDpjCf3KdTYQ1lbSL-I0RtkaEwL4rHMxPXMXJ5q67lT4-euMCajvSPhO-ZV-i6_jjTA8c1Q56roEJhYwQ4z6vKmZTC49Nqpb7yi54wDc2qO4cfNvTZlrEZ1Q48N3qrE1TAYeelj9t7vnZ3pnxp0p6FwYHZs09tPjx6vjE-auN4XN&__tn__=%2CO%2CP-R,0,15,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T23:41:12.183943,30-10-2023,11:41 PM,NORMAL
