Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
delfinagomezalvarez,https://www.facebook.com/DelfinaGomezAlvarez/posts/pfbid0VK9ZP9LbPywjiK2GJLuTMTRWjUbJuGK6wkuC44hUG8F8csg4uT49TmQULJkb2S9l?__cft__[0]=AZUh958HQQwB7xvhCb1O41fqfN3bYZREBIiMB2QJlUaLcf5v2RPUUIbbX5sSXQd8yfXYYc4B9eri0eOKrin8z_4uoqjX35yE_cdRs54a--zeZNfebpWuRSO_HB1oUMb-F_TkcdnQNFHnja0Yk6bnL9zJ3j7dp9XpfVM8Od-QVrNnKaBbVMl5NR4LYw-5yXlJrMdm0vQPzJGqbX886QTT1RPR&__tn__=%2CO%2CP-R,6,42,2,Muchas felicidades a la delegacion de deportistas mexiquenses que estan obteniendo medallas en los Juegos Panamericanos de Santiago de Chile. Son un orgullo para el Estado de Mexico! #ElPoderDeServir,2023-10-31T09:13:29.971609,31-10-2023,09:13 AM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/pfbid031ehmYNFdZyNysQFLQZzidgRkJCrZ6mYVA4wdcc8KBvKDXbWX5wpm2FeLE8vUTpTXl?__cft__[0]=AZWmnHNqRuopokt1D92y-oftoCtfRs4ly8dZWL-3SgaFDoORi1tNewTX88ZXCIp4bQkcBymCHvkjnUfn3ii3sVWPZjQoSkyHZCm5QRFeqk4TknyFuZiPVIW5GSw_90dLhnmnM_94RLGv9nR-5CJ0fAJp9_LpulURhIFuc0BBCEpwtY_Gr7ITAKXgPe9tDXzBmADwadbzJgmj2IGjy4sfs9PgNZHQbHmih3INyvVS2W6Jmg&__tn__=%2CO%2CP-R,0,15,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T23:18:24.687746,30-10-2023,11:18 PM,NORMAL
danielduarte.vall,https://www.facebook.com/DanielDuarte.Vall/posts/pfbid0KGasPB79BthWTa1yweNaKi8GsQkf4MdxqZ6fJwkkqXSVc2Li5aKuL6pUHYjN8q5xl?__cft__[0]=AZXb-IqXpz_D-P77kOfqiGnBN-2eYx0lCywCye4N_2hQyHkDZHgJWZckT9R7l_GyxtvhAB1UgNMEfYPc7L117uuIM0WtcGkUtdpW7av-g2PG30OecLI4QIlqHs8RQ5PdXnmu_5gOfc4v5X4isKdpw5QUxqsV0RAPbOtsmnO4KqRT6S28yj1BwhjFk-VGg3x_A6I25-Yijb-EaWE-Y_zipAwjMKH8h0G1QZwDZSZskMlwA5J_ZLyaWK1iHW9N630dDeE&__tn__=%2CO%2CP-R,0,0,0,Y a tus muertitos que les gustaba en vida? #diademuertos #mexico,2023-10-30T22:18:33.439087,30-10-2023,10:18 PM,NORMAL
anahigonzalezqr,https://www.facebook.com/AnahiGonzalezQR/posts/pfbid0nP6pPPXznJ9Nh3QXvhmRzChxGhkZTuJE96nPFmvbJaKbt4PcKSjtvHQCxc2euoTgl?__cft__[0]=AZXUSp19cWA7hy6E_1wGFlwYhKyXGJZ_IbFBxGAMYV7k6Bq20b0Z0e2eG6xhZFs1oH_FW11wqtGHDmkZneQvyknNBdjDfIaWFl1QaNlVnjccKEFVEBpd0eWHE9I2Eo2fxel5JgyOquPbeE_faAB8CNC3YKQNxtUct2yhBrCz7RQjKJSqcAZHGs1Xl0fXGGMaKkiB6rfvVbjarMo4fQueR4iP&__tn__=%2CO%2CP-R,0,12,1,"Con orgullo les comparto que fue aprobada por unanimidad de 467 votos en el Pleno la reforma de una servidora que modifica la Ley General para la Igualdad entre Mujeres y Hombres. Seguimos avanzando!El proposito es obligar a las y los titulares de las entidades federativas a publicar un informe anual sobre las acciones afirmativas y los esfuerzos activos realizados en materia de igualdad de genero.Ademas, mandata que la Junta de Gobierno del Instituto Nacional de las Mujeres tenga la facultad de promover, de manera coordinada, mecanismos que garanticen el acceso a la informacion en la materia.Para la 65 Legislatura Federal la igualdad sustantiva es fundamental. Agradezco su respaldo.#AnahiGonzalez #Morena #4T #QuintanaRoo #Mexico #Igualdad #Mujeres",2023-10-31T08:22:33.665481,31-10-2023,08:22 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02EHPrp42fbKNuTy8s81b54ubXjs9CAcXVZcABw5aVJqnKrmtyrLB5enGmjSZxeonXl?__cft__[0]=AZV8LhhbjmNIKDPxPByj7yNR6MZKUpRF7d7kWV5i-9sFnuKN5K7HYkzBMrsy8dRQtmEvJjx_9VaIkv-Mh65es52W_UiJQELiYyUt1ewWZt0CwCNk3njW1hskAWfh3ZCCuE4dh50-oOseOSIzWj5Tl8-JKPDlYV8ywp6fXR6RicD6mgCIuiQlMx51nMhD6_C8AHo3KeJTLuhcQQFb3bZZfle_2I3Mg3M6nAK71LBytgSzNGP3GLchC8F-8Lr4PMwg4qo&__tn__=%2CO%2CP-R,0,0,0,"Reunion de la Comision de Justicia.Para tratar los asuntos siguientes:Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa de Decreto por el que se reforman y adicionan diversas disposiciones del Codigo Penal para el Estado Libre y Soberano de Quintana Roo, de la Ley Organica de la Administracion Publica del Estado de Quintana Roo, de la Ley del Servicio de Administracion Tributaria del Estado de Quintana Roo y del Codigo Fiscal del Estado de Quintana Roo; en materia de investigacion y persecucion de delitos de operaciones con recursos de procedencia ilicita (lavado de activos); presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.Estudio, analisis, discusion y dictaminacion, en su caso, de la Iniciativa con proyecto de decreto por el que se reforman, derogan y adicionan diversas disposiciones a la Ley Organica de la Fiscalia General del Estado de Quintana Roo; presentada por la Licenciada Maria Elena H. Lezama Espinosa, Gobernadora del Estado de Quintana Roo.  Fecha: 31 de octubre del 2023.                                                                                                                                                                                                           XVII Legislatura del Estado Libre y Soberano de Quintana Roo ___________________________________________________________                                                                                                                                                                                                                                                                                                                                   Aviso de Privacidad Simplificado.                                                                                                                                                                                                                                                                                                                                   El H. Congreso del Estado de Q. Roo es el responsable de los datos personales que se recaben durante la realizacion del presente evento, garantizado su debida proteccion.                                                                                                                                                                                                                                                                                                                                   Consulte nuestro aviso integral en www.congresoqroo.gob.mx",2023-10-31T08:23:35.904580,31-10-2023,08:23 AM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Fe8tidjSDgwYwV8HARMr4B7RDqkJeEUTPwF1xsvx8yMDUX5xG8CconSt1eLDUgbYl?__cft__[0]=AZUPc1sZdZak6-JqtROMyV1-Vfjj-8eP2b5JRlRkMmI9CbGWV8UdxGmwjkN8csHrWdhyw-b8w7ZavKiqiHI2Kcc49emj6P-7JZLtgnr9l3H4Uur1rTdLfQZeUF6LT6-Y531TVwDNGFwBvD2XiOP0uTKReHxxBzUTmK4LzsqjPbnTumX6W1wZTozg2fIlUuQVSFtxuDs8LfzscBUUvOTpEbY8&__tn__=%2CO%2CP-R,0,4,0,"Este lunes, en nuestra sesion ordinaria numero 20, tuve el honor de participar en la aprobacion de la reforma a los articulos 12 y 17 de la Constitucion Politica del Estado. Esta iniciativa, que surgio de la vision de nuestra gobernadora, Mara Lezama, marca un importante paso en nuestro compromiso con el reconocimiento de la dignidad humana y el derecho a una buena administracion publica. Estamos decididos a avanzar hacia una transformacion significativa del estado.#LegislarParaTodos#XVIILegislatura",2023-10-30T23:18:41.091711,30-10-2023,11:18 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid02c3Y6kknESSXz7mP4uFfPRs3L1zkbCA8GychMeZ856ULC349adCb2CyVPx4avNuJTl?__cft__[0]=AZUXPKssuGOFOysGTEXiU5bfD-pHtgpvQc4YigrSvNCsxNnRXQGw652_7W_X_rRpWu27sjNGAQg9wc2K0QOlOPKBZxQq5QmhEi8mkeUim4AXLsjXTobEFOJ0_llvFnKi3UGIVLTqynniZAzBt4Kpi3hrLUWQi2wR88XIg59vUOpXTOe6n1EMG17WXfHfawYoYy8ShAk68YC93l-5IyXoWpew&__tn__=%2CO%2CP-R,0,4,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T23:18:41.182469,30-10-2023,11:18 PM,NORMAL
ayuntamientodesolidaridad,https://www.facebook.com/AyuntamientodeSolidaridad/posts/pfbid023TYeW9hSEZuTA6anKwD4uDByhiwvqLDah39GTLcfNjaxNSDkLja5A7dVU2cZ9Hwil?__cft__[0]=AZV67RIph6aEA90zxYan-OP6ghIYQkMuGIZSriCgEm6WCahrrWgWj77B-xcv-FY374DRSbhYMT_4oD4fB1vvgRbLJpsnZZwFQZCMgq0VnEeE57xFniAaWnAYorObvyzXMVeUmA3rv7pC62d3LWbvk8U9sm82W2rgIeGgh3ZbDprEW6DxtVri42ehxD2j1pnEp7bAlvs0F5Lz5KjFIoPzlyA5&__tn__=%2CO%2CP-R,0,2,1,Estamos renovando #PlayaDelCarmen! Conoce que significa cada elemento que estamos pintando en las avenidas. Si todos respetamos los senalamientos tendremos un espacio seguro para transitar! #RenovamosParaCrecerConOrden,2023-10-31T08:31:01.251999,31-10-2023,08:31 AM,NORMAL
juanitalonso,https://www.facebook.com/Juanitalonso/posts/pfbid036NGuU3s58r3pT1NbisYhoZbNnSm87mCph5328Q1XYZEeWWt6a3AXkyBnbB2TAJRvl?__cft__[0]=AZWmpCz3SUYyJZPIl7ehu2i4_KBuTkLpYNrS2LsAq0g2PZJD8FDzf65_EIOEOwD6xy-0OVMJvdObzhd1t0h97Mo-IXosaRSW7FNMxNRJYbAw7k0xDToNWr5tbZQSWKJtK2AJgWQbu8A4K71tooSXI1pCGUc_Tbl6eVWLaVkoSljj5T4W6wPIfzjTGWWM28OEhxlm_05ACPCu7bfR4xHxeHw8&__tn__=%2CO%2CP-R,0,38,6,"Muchas felicidades a las ganadoras del concurso de catrinas del tercer Festival Dia de Muertos Almas con Tradicion Cozumel! Categoria Infantil Primer lugar: Alexa Ximena Castillo Rodriguez Segundo lugar: Shayna Nohely Sabido Cahuich Tercer lugar: Alinna Karolina Fernandez Custodio Categoria Juvenil Primer lugar: Sofia Nazaret Ventura Santana Segundo lugar: Pilar Angelica Mukul Catzin Tercer lugar: Maggie Guadalupe Choy CanulGracias a todas las participantes por enriquecer nuestra comunidad, fomentar la expresion artistica y contribuir a la preservacion de nuestras tradiciones.#UnidosSomosMasGrandes#DiaDeMuertos#AlmasConTradicion#Cozumel",2023-10-31T08:22:09.316603,31-10-2023,08:22 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZVx3nu-dKpmqL-6oVK4q3Li_R-htG4XWlDa3qoYwdYGcVHZzr2zz1q-U8zYya1MTrJbdVQKKA4_m2lH8tGQq7WqydiN3hYqHSaXWZBm7SC77xzV9IGqA-J3x4fsLtbnVuYuP-w1rdovKYP9ozN8rYTGlOeC-mM4aDLrvceQ1VlKY6Lq9MzHrEMxt743xIpD-n9PDhLPX13m0hPGGUMBbDbb&__tn__=%2CO%2CP-R,559,3103,337,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:22:38.341230,31-10-2023,08:22 AM,NORMAL
eriknoeborgesyam,https://www.facebook.com/eriknoeborgesyam/videos/233432776420726/?__cft__[0]=AZWf4rKRXOr7X5BhwaH9e-h-Cqwa1UYAzSN_htVfwCsKq-Al5EN743p7buZUfV09iEwa_VbUV6Wjlv8ufSuPF1jTi5Ez-0U2IZxU_ghGKVwJ81sL5CmNNUwIqFmyk8bSvhU4x7Owb9yD3H4WnXTT3zgfi0ruFIXmAyEJA0r166SkvZOYJmfDchADZgssYaY2h6cdDVzfHYsclVigKjCV7fRc&__tn__=%2CO%2CP-R,91,68,17,,2023-10-31T08:22:17.074224,31-10-2023,08:22 AM,NORMAL
sheffieldgto,https://www.facebook.com/SheffieldGto/posts/pfbid0pQB4kecPzXFvW9W81tiKR7ameXf2jfRbHNpjtvjMi95sLk2XDxstFpwanwftQpkMl?__cft__[0]=AZU1Mpgz6-nAIQCgn9Mt9VhkGmOrCKgg2H57QtnmsdLeus6fSaul1qGiCiayWBZVskn50AFIEDTmi5NuDZkCUIMYJB9bs3PHdT6quBGZlHHz9oVxC7GjD9OngtdNqaFNpG_bFg8EWE-frTq4gCBmNMn6oU9vWjYTqHY6RQ1KfCh_3T761plcW8_66nNsBybf-yeu0Yr2XZV-Lchvhu2SiuyW&__tn__=%2CO%2CP-R,3,73,4,Con todo y por todo! Hasta recuperar el estado por el que los guanajuatenses tanto hemos trabajado. #LaRutaDelCambio,2023-10-31T08:47:31.326866,31-10-2023,08:47 AM,NORMAL
dhcaguakan,https://www.facebook.com/DHCAGUAKAN/posts/pfbid0jBLNEejMd6Sm7hEMHnRgcaqSL5mwkvQHUxPW9Y7gcuj6yz7r9LqcuZRAPFDJQGgol?__cft__[0]=AZXhAWZma-hJUWr0qfoutUkqusitjTMAByQAWMBPbCQMw7QVK4_YXyC6LFEX97l7U98VtmBRHI_O0dtLH4-MEewsOhnDLzero94aocNPGd4uDJH6Bka4-LBufZnffMHs7ah9k3w7xGqRwoFEUMIuRK4pZfq88v2ya9y8NudLucZLdyXMUDTBwb98q5fSI35AuUdChTW0OHNqHVsno5p7oLvn&__tn__=%2CO%2CP-R,0,0,0,El equipo de Aguakan se dedica incansablemente a diversas tareas cada dia. Son el motor que impulsa el suministro de agua potable y la gestion eficaz de las aguas residuales. Su esfuerzo diario se refleja en el bienestar de nuestra comunidad. #ColaboradoresEnAccion,2023-10-31T08:22:20.760438,31-10-2023,08:22 AM,NORMAL
eugeniosegura.oficial,https://www.facebook.com/EugenioSegura.Oficial/posts/338246382220847?__cft__[0]=AZXHlmCW-dNJiYP68MlzZt-qX53CMBy1pK7jUyFH6ii8s_7nfd_Z00uqVKdfS7FmMRt7c__BF5xNLCzciyu4PU9jLoOQdCr0MZPimiSaFGJRBW4UpqeZZufMEtaHKyiKnJKgrnvgs99u3QibqXPLd4ETXmilsrr8T_SitgKSDDSCbBCiZfT7Yc8gIiJ7ffP9pkqdm3O4OB0f3xcgkYre6Qzhr__ii5SBBmxLSroAeIYJwWyCh8nJFozXJ1TVvaokdt8&__tn__=%2CO%2CP-R,0,0,0,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T08:31:20.742799,31-10-2023,08:31 AM,NORMAL
100092238522976,https://www.facebook.com/permalink.php?story_fbid=pfbid02cvRohxr7DqCuTs2xXAWZaNZnFGe83rzTk99eaaK76aWYcTQfRGq84qaUuxjShDBUl&id=100092238522976&__cft__[0]=AZUzUvaMAMLjNVnt28D2pD0Z6jRVrFQ7eHhep3DtVKyErVavT0pCvGM4Me9Sm4t2VNaot5aJ4Be82lvKvo_oV-qm9p-wCklXhPlzpppOUkZCDu9_13etZ7sUHtqTVE5KvqFUy_Wa1r5qi7WKc-2-gekGqzi7KPN3Ji0NnWOLVQV3AacqtiY-lopzfpj-akPFlklnXjXdIe208hK0DxlZUb_l&__tn__=%2CO%2CP-R,0,3,0,"En #Coyoacan, primero tu!Mantenemos la esperanza contar la alcaldia de nuestros suenos. Sigamos trabajando para que los servicios publicos lleguen con calidad hasta el ultimo rincon! #EncausandoCausas #ServiciosPublicos #PrimeroTu",2023-10-31T09:02:23.842511,31-10-2023,09:02 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid022mMeCLKGkq8yUGedwNw51yrMTDcpYsZHkTYSGhrQtPF4JQ6T6Gh9zKM7BhxhRxqMl?__cft__[0]=AZU2oa2qQw1-aknl9YZPqNuopCGGDM_N73DfL6WusR4cX07acQUZvzRwVXhQhfXLB2ZXIb1IduGLoiyBUuDzKRjTSEX5f6t41w12UVfUYZlB3UVqREb_ahGbTSU5PE-JbDYAE8n2dbF8fzVqTrek-b_ABLFZS6tclJ5jBY8wQ9wolqTBlGsHT1Hps929Vx2UoDZjjfwQvyQZnyoSU1JbLmAa&__tn__=%2CO%2CP-R,0,8,3,"#PuertoMorelos preserva las tradiciones que forjan su identidad; la Alcaldesa Blanca Merari Puerto Morelos participa, junto con habitantes de la localidad, en el Paseo de las Animas y premia a los ganadores de los concursos de catrinas, calaveritas y altares.#GobiernoCiudadano #CercaDeTi",2023-10-31T08:22:58.540434,31-10-2023,08:22 AM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid0Y8VMwPwqxBM2L6GmXDkt5tns7qNQNF997DMyWF91yuB55cW2xcSFtsRGhk9HTvebl?__cft__[0]=AZWxm0roCuwqQPdkvVEq1A1kqAm8SmpbzxmXdaGfUBCnhBvzZvjrtWcPh5YMEw0I1lwVCCtqTMBlu9Xxxku1mG7HaE2hYwDzf-mVt3okle58-20bgOJ3UXIjzbcOOz2uBnAgxOw3Mpu3hsuSx4whKwBOP2N8TBQCWWxAnYQJqcUzKljBPzKAvzaYS4-9unwAIOb3x916AoErWm25SS7XioJH&__tn__=%2CO%2CP-R,21,22,6,"El #DiaDeMuertos es una celebracion ancestral que honra a los seres queridos fallecidos, a traves de los altares se cree que se tiende un puente de comunicacion entre ellos y los vivos.",2023-10-31T06:23:06.787038,31-10-2023,06:23 AM,NORMAL
jorgesanencervantes,https://www.facebook.com/jorgesanencervantes/posts/pfbid0vHTQ1zA79SqWmApZ3mvWZcbjnmngJ6PHKRuCVsRX4d98TxLTiUrowwZMyMYPhxWxl?__cft__[0]=AZV8HBEZRKNgfGjiqWF-SIvcOMuXGQee1jsMTZDSG4cNe8fTnJULVp-hwCURk21m-zhc5gWyEhPdPQZ1kH5QIb9jZkS-heldinSYitk2XdNbfSuqHVfI0S8GSH5xG9OyxrXDFEe29vzVngZiP5TwuGB5ZHSQG46iBmB3tcxqLU9fVdbcVzbV8dB5EZQ_naMl2RJKjQg9i654kB4tcqs2mxXk&__tn__=%2CO%2CP-R,0,8,1,Con esfuerzo incansable y en unidad podemos lograr ayudar a quienes mas lo necesitan.Son tiempos de apoyar y este gran equipo sabe que podemos aportar con lo mas pequeno.#HuracanOtis,2023-10-31T09:00:34.037558,31-10-2023,09:00 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid025SmDMxwffhhmVStjU1uymWoUsfTiLF1q1hpHK99oBbho8CivBQcdvHd6GUp2CdLSl?__cft__[0]=AZXkuB9-S2wIK1Z4ROZ0CgxhZAxGRnKKOFyql1Ri-Q1TYsEXo9oZk2wYzQRZzjKCqefVT7e2n_UkAtUN9fc4dej3bi32cFDjAksusR2-oywuMYRl3GHq-SXcwY1TETW0vFEbitH3cxYczuNPPk5DbQyRDJwJfjwe3ObV9hNNS6nGXjn4vZtcOf91IiqjUPFuF-vy325xjIMQWpl3kUlY3WDI&__tn__=%2CO%2CP-R,0,4,1,Agenda del dia de hoy martes 31 de octubre 2023 de la #PrimeraRegiduria de #Benito Juarez.Continuamos con nuestra labor con las y los benitojuarenses!#L4TIendoPorCancun,2023-10-31T08:31:35.424375,31-10-2023,08:31 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZUSkj41mQo2kSzPxcqfRaF0x0kJ2cXraDbZ8vMTztpmxlBPtyJGADwL7Hq7T-ZMyestbiIjSZr66ML0tIbtenju3j1ghuHaJC1DUJr7M7FDFo6RTrvcd45aDCNH7BRjFvTdL5DR5y1NiLxl-_Z8yEy3GocjaKFK6DnXSlLg0MBGGAaCzRjrw7K_68s8RyAVywq-3KiZToOjfx9KWV89HyWa&__tn__=%2CO%2CP-R,54,23,9,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:23:35.988867,31-10-2023,06:23 AM,NORMAL
100071257616496,https://www.facebook.com/100071257616496/videos/359742363066962/?__cft__[0]=AZUo8MYhW92vl4DPhcr51TmHiZLZuuulH0Bp11Zpl6yUxMRiuJsxRPPl5t1luUxWgwyiTrYq45H9SOZ2arRr-ru7tm56z7E5jiPDEIH5a0r0PGUNkoTEOHialnGoufhwe8VDNPp-ox_0DJaoiJm1H3NkkQeb27ZW-YuxjbS6HJxO57uJekanszNWTLhmUWuc1vdhQwBA_kU5NzxCbsGP76EV&__tn__=%2CO%2CP-R,9,68,27,,2023-10-31T08:23:44.458390,31-10-2023,08:23 AM,NORMAL
oscar.cantonzetina,https://www.facebook.com/oscar.cantonzetina/posts/pfbid0mnotBkYmGkkV9GjrNyGFsFdeekVPqfzRDVQriEdPJEQZaFTx8YwQa9ke8y5jMVqql?__cft__[0]=AZVnzdd8XB6i8uEVfFKwXZSVCbpWt-WQ7mQpl0XHU8CIzQWZZkqhTHJXF2HeSVKLpsG7F4ADJ8Jh_FUNh4lcA8zrg6XMISzoWQGwUtMCQWMTvKaa_arZf0yeO21PLNsYmJ48xs7i6L17u2eg1TMPOEVnZ7rRlvhFOESo_LoybCf0f2fMcV0WfHG6VkA3q53xCNrC-EoBIfbvbThRQRpXQSYk&__tn__=%2CO%2CP-R,3,7,3,Los intereses del pueblo deben estar siempre primero!!!#Canton #Morena #Encuesta #Tabasco,2023-10-31T08:31:45.224342,31-10-2023,08:31 AM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02MvTgHWdRpv1ZNFSBKsAukzqXSnbxGuVKzFUfZu1PYe6chCLb54c1oQW3TA2M2bjhl?__cft__[0]=AZUTOmLOEkiqrqPUP7cBHbQMA-XCzl4gLQ7qEiWtMlXTs50ImHbQZrSotEb7i8MkZzUwJ1u9lYhKjXh5Ks5op0dYjkdkuaxbqrL5-mxDWrJRHqyp7L5WST1wvYjTtejt5Aw94xDSm7a_HjtVLkw_JJfx-fm93FtcjXalM7g4prtxvb5iibFZ5EvMQ98T021vF5MDw9L11RF-UJDkrWb7WQHk&__tn__=%2CO%2CP-R,5,12,3,"En Villas Otoch Paraiso pondremos nuevos contenedores de basura para continuar transformando nuestra ciudad. Pedimos a todas y todos los vecinos a sacar la basura en el horario de recolecta y embolsar su basura para que asi, nuestros espacios publicos se mantengan limpios para las familias cancunenses.",2023-10-31T08:36:45.990293,31-10-2023,08:36 AM,NORMAL
lupitamurguiag,https://www.facebook.com/LupitaMurguiaG/posts/pfbid07tdP6TF53rWBW89Ab9e6nrZEnGMRsMrED27N9ztJLTU7JcMsweMMST1rjYjof4NKl?__cft__[0]=AZUzSw6az-7SnQ8w8IEZMeCrbTYVddj-jTrixfYcTE6ZlD_giL2_Fmi07UOJkVfsde6SZYshnuKSq8-8DcucAXplDwx0augMwA64RBMz43ngkzhUTz62bhR--M_c6LagZ4O4gPxgZ_EommuU2OxNJJtYKQz83yfwGDd_YsB3ObMVsR6G--GZfEtBL4ED_zGOMUCIl9PtgSyGMBhqO0bq1-mv&__tn__=%2CO%2CP-R,5,51,6,"Con motivo del tradicional #DiaDeMuertos, se llevo a cabo un Concierto organizado por la Coordinacion de Delegados del Municipio de #Queretaro. Un reconocimiento a los policias caidos en cumplimiento de su deber.",2023-10-30T22:23:43.802101,30-10-2023,10:23 PM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZU15_LFKl5dlorEo-pGFW9VjAfuQeF6xJMcEuTNiFhPm5DX6U718IqkXZh3Xo-4HG88HWchP3JQzt2oyP_F-GgQbALaQLk5U4lUSKaBGYzfnRCT3YZq3TRpQJDOZc7ZggIL9EJHOaSJUYNt5oTcjns8SHCArJqSbLZNlCNEMUN5Lr7WEwBqHMe6HffazFxhG6lPBS_HNUZiSUK2MqGxNh9s&__tn__=%2CO%2CP-R,0,16,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-31T00:23:43.137434,31-10-2023,12:23 AM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZV-Rwf-NQfybMVxUtypNfet1_Vabi-PJo-OZtmqgOZDfvfr3ZxYrTjBnEjMwnA-MUwjpwN1odJ6SC77wB7kXmNHbmgGsFFMf_g7yw-IXAzGgTLD3DKuTPYYtJXaDFgs5Bosu4-92vUd2ZJSy_85_1K9d46xTeXTKs76t4uix3ZjxNqdcYgpfWCwzGPLtGFsQwL_4jUTUCMDZk-cDRtoIrP3&__tn__=%2CO%2CP-R,126,79,36,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico #QuintanaRoo,2023-10-31T07:23:48.745450,31-10-2023,07:23 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid02aAsZRsBNseefsYwwD4u71ox5Kns3XHhQH5Gf2bUjHq5g42HvppNXXi81f85gRdxQl?__cft__[0]=AZW7S3JbDr7-Pxd6KryfReIc5XSkM7sO1IBXier9Nl-fHRVS7534Tp2fPfW_axumQp9IGgto8GBXlhz3wIWjGv_olzEiSPACvvHSNBGZnMUZ5bw6jI3RokXukR9xPnd0cwNS4e5l3_xzCOD4KwVevbcmlxAxqCox3zJu1I4Ftph5fRQ-BzPzRU8vD8W3dZyQwvIglkgI8VdlgwBqLR281fwZ&__tn__=%2CO%2CP-R,591,3363,362,En camino las primeras 50 toneladas de ayuda para nuestras y nuestros hermanos de Guerrero. Quintana Roo esta con ustedes!,2023-10-31T07:32:47.725352,31-10-2023,07:32 AM,NORMAL
